raw_sentence,labels
"Slaughter steers and heifers not tested , compared with Thursday 's close , USDA said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
NATO military chiefs to visit Iberia .,"['B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
"It brought in 4,275 tonnes of British mutton , some 10 percent of overall imports .","['O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Hopes that reformed perpetrators would come forward voluntarily have faded but the commission has the legal power to force them to appear .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Poll shows Clinton lead over Dole jumps to 15 pts .,"['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
Scorers :,"['O', 'O']"
"Orders for durable goods , meant to last three years or more , rose a revised 1.7 percent in July after falling 0.2 percent in June .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"AJACCIO , Corsica 1996-08-29","['B-LOC', 'O', 'B-LOC', 'O']"
Krzysztof Zagorski ( Odra ),"['B-PER', 'I-PER', 'O', 'B-ORG', 'O']"
"STUTTGART , Germany 1996-08-25","['B-LOC', 'O', 'B-LOC', 'O']"
10. George Hincapie ( U.S. ) Motorola same time,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O']"
CRICKET - LARA ENDURES ANOTHER MISERABLE DAY .,"['O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
""" There is little we can do when at mid-sea .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"He was likely to return on Saturday to his holiday resort , a hunting lodge some 100 km ( 60 miles ) from Moscow .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
teams that took place today in Geneva :,"['O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O']"
""" Every time the Senate hacks away at the budget , they hack away at the lower interest rate environment , "" Howard told reporters on Thursday night after attending a Liberal Party function .","['O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O']"
""" Its just desserts for all the ' bolos ' ( drunkards ) who sleep in the streets of our beautiful town , "" said a woman who worked in the local market .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Tortelli,"['O', 'B-PER']"
Former Colorado Democratic Gov .,"['O', 'B-LOC', 'B-MISC', 'O', 'O']"
Spitzbergen is a Norwegian coal-mining settlement .,"['B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O']"
NEW YORK 1996-08-29,"['B-LOC', 'I-LOC', 'O']"
"Security forces also arrested four other men sought for giving support to the slain Moslem rebels , the television said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
T. Moody not out 3,"['B-PER', 'I-PER', 'O', 'O', 'O']"
I feel good .,"['O', 'O', 'O', 'O']"
He said 14 people were arrested in Belgium and 16 others in other European nations after an investigation lasting nearly a year .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Qualifier vs. Michael Stich ( Germany ),"['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"About 112 lots were exchanged overall , traders said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Lars Riedel ( Germany ) 70.60 metres,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O']"
Hartlepool 3 2 1 0 6 3 7,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26. Finland 8.09,"['O', 'B-LOC', 'O']"
8= Renate Goetschl ( Austria ) 146,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"Also , invitations have been addressed to Molly's debut tea the afternoon of Dec. 29 in the Arts club .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O']"
Jeff Tarango ( U.S. ) vs. Alex Radulescu ( Germany ),"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
"IRVINE , Calif. 1996-08-29","['B-LOC', 'O', 'B-LOC', 'O']"
Haitai 2 Samsung 0,"['B-ORG', 'O', 'B-ORG', 'O']"
`` It 's not that Elizabeth Arden is bad .,"['O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O']"
Spartak 1 Buducnost ( V ) 2,"['B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']"
"Ballanger , 25 , will be aiming to complete a track double when she defends her 500 metres time trial title on Saturday .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Analysts and arbitrageurs immediately ruled out Barrick Gold Corp and Bre-X Minerals Ltd as Santa Fe saviors because they are locked in negotiations over their splitting Indonesia 's Busang vast gold deposit .,"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
The spread between the two bonds narrowed to 49 basis points from 54 basis points at the close of trading on Thursday .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Leading scorers in the French,"['O', 'O', 'O', 'O', 'B-MISC']"
Magnus Larsson ( Sweden ) vs. Alexander Volkov ( Russia ),"['B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
Adelaide 14.12 ( 96 ) Collingwood 24 .,"['B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O']"
"Last-minute talks this week on the legal fine print finally cleared the way for a treaty based on mutual recognition within internationally recognised borders and the establishment of diplomatic relations , diplomats said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
BOMBAY 1996-08-28,"['B-LOC', 'O']"
"Attendence : 3,000","['O', 'O', 'O']"
( Spain ) 66 64 69 .,"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O']"
W L PCT GB,"['O', 'O', 'O', 'O']"
BASEBALL - MAJOR LEAGUE STANDINGS AFTER FRIDAY 'S GAMES .,"['O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
1. Michael Schumacher ( Germany ) Ferrari 1 hour 28 minutes,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
PRODUCER PRICES ( % ) Jun - 0.2 +0.1 +0.2 119.6** -,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"RUGBY UNION - ENGLISH , SCOTTISH AND WELSH RESULTS .","['B-ORG', 'I-ORG', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'B-MISC', 'O', 'O']"
""" He 'll make news during the day ... and then at night the attention will go to the convention , "" said the campaign official . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"However , USDA reported tops of $ 58.00 in Illinois and in Iowa / southern Minnesota , $ 60.00 on some hogs Monday .","['O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Bowling : Cork 3-0-15-0 , Mullally 3-0-24-1 , Croft 0.4-0-9-0","['O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O']"
SOCCER - LEADING ENGLISH GOALSCORERS .,"['O', 'O', 'O', 'B-MISC', 'O', 'O']"
- Colorado Christian Home,"['O', 'B-ORG', 'I-ORG', 'I-ORG']"
Ajax Amsterdam 3 2 0 1 2 2 6,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
PRESS DIGEST - ANGOLA - AUG 28 .,"['O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
"1860 - Giuseppe Garibaldi leading his "" Red Shirts "" seized Naples in the Italian war of liberation against the Austrians .","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O']"
CHICAGO 1996-08-30,"['B-LOC', 'O']"
"It was the fourth tournament title this year for Mickelson , who shot an even-par 70 , after being tied for the lead with Billy Mayfair with three holes to play .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'O', 'O', 'O']"
EPS nil yen loss 48.61 yen,"['O', 'O', 'O', 'O', 'O', 'O']"
Vaduz won 4-2 on penalties .,"['B-LOC', 'O', 'O', 'O', 'O', 'O']"
"`` It suggests orders in the pipeline are depleting , which may quickly translate to a drop in production , '' Midland Montagu 's Maude said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-PER', 'O', 'O']"
May 31 - June 2 v Derbyshire ( three days ),"['O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O']"
MONTREAL 1996-08-28,"['B-LOC', 'O']"
SOCCER - BRAZILIAN CHAMPIONSHIP RESULTS .,"['O', 'O', 'B-MISC', 'O', 'O', 'O']"
He said he believed all six were being held in the mission compound at Mapourdit and were reported to be in good health .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
New orders to factories were strong for durable goods like new cars and for nondurables like paper and food products .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
NEW DELHI 1996-08-25,"['B-LOC', 'I-LOC', 'O']"
NEW YORK 1996-08-27,"['B-LOC', 'I-LOC', 'O']"
Peterborough 22 4 8 10 32 41 20,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Reuters historical calendar - September 4 .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
BALANCE OF PAYMENTS,"['O', 'O', 'O']"
Harelbeke 3 Mechelen 3,"['B-ORG', 'O', 'B-ORG', 'O']"
5 - Andrei Medvedev ( Ukraine ) beat Karol Kucera ( Slovakia ) 7-6,"['O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
""" The perspective on growth is such that reasonably we can think that somewhere between 65 and 80 litres per year is certainly reachable , "" van Boxmeer said on Polish per-capita beer consumption , currently around 40 litres .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Gazprom has also tightened the rules restricting shareholers ' rights to trade its shares .,"['B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Adel Ibrahim , the Iraqi embassy 's press attache , was asked to leave "" because he was carrying out duties incompatible with diplomatic norms "" , one source told Reuters , implying he was accused of spying .","['B-PER', 'I-PER', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Most hostages freed from hijacked Sudanese plane .,"['O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O']"
"If it is necessary , I wo n't hesitate to use it , "" he said .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
26. Spain 8.09,"['O', 'B-LOC', 'O']"
Playing Monday :,"['O', 'O', 'O']"
Fall : 1-82 2-141 3-160 4-174 5-203 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" I do n't think it would imply the collapse of the stock market , unless the rise in rates touches off a dynamic within the market , which would include selling by portfolio managers , redemptions by individuals of mutual funds that would , in turn , pressure the portfolio managers to sell even more stock . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"The destruction of the 16th-century mosque in the northern Indian town of Ayodhya triggered nationwide Hindu-Moslem violence in which more than 3,000 people were killed .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-LOC', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Mehrtens missed three further penalties and a conversion in the first 40 minutes which could have put his side ahead , but it was the Springboks who looked the more dangerous .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O']"
Acting Turkish Prime Minister Kaya Erdem said earlier today Greek activities in the northern Aegean contravened the 1976 Berne Agreement which set the framework for talks on the Aegean continental shelf disputed between Ankara and Athens .,"['O', 'B-MISC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'B-MISC', 'I-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
CAROLINA AT SAN FRANCISCO,"['B-ORG', 'O', 'B-LOC', 'I-LOC']"
"Berlin ( total ) 17,844 up 5.9 pct","['B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"-- Amra Kevic , Belgrade newsroom +381 11 2224305","['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'O', 'O']"
BRUSSELS 1996-08-24,"['B-LOC', 'O']"
Erbakan has encouraged Nacar 's bid but has ruled out direct talks with the rebels .,"['B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Rangers 4 ( Ferguson 34 , McCoist 71 74 , Laudrup 83 ) Hibernian 3 ( Wright 21 , Jackson 41 , McGinlay 86 ) .","['B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'B-ORG', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O']"
Scorers :,"['O', 'O']"
"Mamatuyev joked that his sister Lisa was a rebel too , and she responded by grabbing hold of his gun and shouting the Chechen war cry "" Allahu Akhbar "" ( God is Greatest ) and "" Freedom for Chechnya ! ""","['B-PER', 'O', 'O', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O']"
2. Bob Kennedy ( U.S. ) 13:06.12,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
"The newspaper said Bamerindus has sent to the Central Bank a proposal for restructuring combined with a request for a 90-day credit line , paying four percent a year plus the Basic Interest Rate of the Central Bank ( TBC ) .","['O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'O', 'O']"
Individuals with the disease have a non-working version of a gene responsible for producing a crucial muscle protein called dystrophin .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
2. Lombardi 1 second behind,"['O', 'B-PER', 'O', 'O', 'O']"
"-- Joan Gralla , 212-859-1654","['O', 'B-PER', 'I-PER', 'O', 'O']"
Buenos Aires fraud cops held in extortion racket .,"['B-LOC', 'I-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Aircraft noise and emissions Economic assessment of proposals for a common European Union position for CAEP 4 Consultancy services Call for tender ( 96 / C 251/09 ),"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
English and Scottish league soccer,"['B-MISC', 'O', 'B-MISC', 'O', 'O']"
"The planned reopening of Afghanistan 's main northern Salang highway as a result of peace talks with an opposition alliance has been put off until Wednesday , official Kabul Radio said on Sunday .","['O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"MANCHESTER , England 1996-08-28","['B-LOC', 'O', 'B-LOC', 'O']"
Only Russia has chosen to do so .,"['O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'O']"
TABAK 6700.00 6700.00 1000 6700.000,"['B-ORG', 'O', 'O', 'O', 'O']"
Democrats also heard Tuesday two passionate speeches defending abortion rights .,"['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
JERUSALEM 1996-08-28,"['B-LOC', 'O']"
Jens Lehman ( Germany ),"['B-PER', 'I-PER', 'O', 'B-LOC', 'O']"
He also said the company expect to record a 83 billion rupiah of net profit in 1997 .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
""" You only have to see them in action at protests , "" said David Harding , spokesman at ARC , Hanson 's aggregates company . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O']"
"Authorities branded the violence , in which a police officer was killed , as an act of terror .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Groningen 1 Roda JC Kerkrade 1,"['B-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'O']"
Close of play score on the second day of the four-day Sheffield Shield cricket match between Tasmania and Victoria at Bellerive Oval on Saturday :,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'B-LOC', 'I-LOC', 'O', 'O', 'O']"
EASTERN DIVISION,"['B-MISC', 'I-MISC']"
SAN FRANCISCO 57 74 .435 16,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
"Turkish fans , upset at their team 's 2-0 first-half deficit , ripped apart dozens of plastic seats and threw them over the fence .","['B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Leading scores in,"['O', 'O', 'O']"
Zywiec is 31.8-percent owned by Heineken while Carlsberg has the same amount in Okocim .,"['B-ORG', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O']"
DIARIO 16,"['B-ORG', 'I-ORG']"
NEW YORK AT MIAMI,"['B-ORG', 'I-ORG', 'O', 'B-LOC']"
"20-6-70-2 , Mohammad Akram 12-1-41-1 , Mushtaq Ahmed 27-5-78-2 ,","['O', 'O', 'B-PER', 'I-PER', 'O', 'O', 'B-PER', 'I-PER', 'O', 'O']"
"Other larger activist groups include Earth First , The Land is Ours , Alarm UK and Road Alert .","['O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'B-ORG', 'I-ORG', 'O']"
"The Chechens said on Monday they had returned all the weapons , which they said were seized by a renegade group .","['O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"But in the current context , the government stood by an earlier commitment to reduce it over a period of time , he said in response to a question .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"I can get along just fine , "" he said . ""","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Palestinian Authority frees rights activist .,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O']"
Manchester City 22 8 2 12 26 35 26,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Supple said any political gains the Singapore government would get from the WTO meeting -- ahead of a general election due by April 1997 -- would depend on how successful it was in pushing its economic agenda .,"['B-PER', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
COLORADO AT ST LOUIS,"['B-ORG', 'O', 'B-LOC', 'I-LOC']"
""" Lebed has no diplomatic experience .","['O', 'B-PER', 'O', 'O', 'O', 'O', 'O']"
The web site ( http://www.pt.lu/infoweb/kreschtmaart ) gives details of the market 's concert programme as well as its various retailers .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
10. Cor Euser ( Netherlands ) / H. Wada ( Japan ) / N. Furuya ( Japan ) GT2,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'B-MISC']"
"More recently political commentators have reported a growing consensus , however , and a rift at the meeting looks increasingly unlikely .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
Shr C$ 0.04 C$ 0.08,"['O', 'B-MISC', 'O', 'B-MISC', 'O']"
"The move marks a further move by Pirelli 's cables division to expand in the fast-growing Far Eastern developing markets with the group already present in Indonesia , India and Malaysia .","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'I-MISC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-LOC', 'O', 'B-LOC', 'O', 'B-LOC', 'O']"
1914 - James Alfred Van Allen born .,"['O', 'O', 'B-PER', 'I-PER', 'I-PER', 'I-PER', 'O', 'O']"
5. Armen Martirosyan ( Armenia ) 16.57,"['O', 'B-PER', 'I-PER', 'O', 'B-LOC', 'O', 'O']"
Arminia Bielefeld 16 4 4 8 18 28 16,"['B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
CHICAGO AT ATLANTA,"['B-ORG', 'O', 'B-LOC']"
It 's not a question we ask any more .,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"Stacy would not say how much higher , adding that that question will be the subject of discussions between Amoco and Investment Canada , the federal agency which reviews foreign takeovers of Canadian companies , the newspaper said .","['B-PER', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'O', 'B-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MISC', 'O', 'O', 'O', 'O', 'O', 'O']"
